Question,Subj_Q,Answer,Subj_A,Domain
لماذا لا يتم ربط موقع مستقل بخمسات  ,0,أنت تقصد توحيد الرصيد وهذا سيتيح مرونة أكبر في استعمال الموقعيننتمنى أن يتحقق هذا بوما ما,0,العمل الحر
لماذا لا تستطيع مواصلة العمل وتحقيق الأهداف ,0,جائت في وقتها هل هناك تماثل أفكار بين المدونين فقد كنت للتو ابحث عن مقالات عن الإستمرارية فوجدت هذه المساهمة ,1,العمل الحر
لماذا يتم تجاهل المستقلين الجدد  ,0,يشبه الأمر الإنتصاب لأول مرة في سوق الناس يتعاملون مع المحلات القديمة أو التجار المعروفين  عليك أن تستمري في تقديم عروضك و لا تيأسي حتى الحصول على أولى الصفقات ,1,العمل الحر
افيدوني يا اهل البرمجة,1,أنت مصمم غرافيك محترف  لا تحاول أن تكون مبرمجا  محترفا  أيضا  فهذا سيشتت عزيمتك ويحبطك  أنا أنصحك بأخذ مسار واحد من مسارات البرمجة  والتي تنقسم إلى 1  تصميم مواقع الويب2  برمجة التطبيقات3  تطوير قواعد البيانات4  الخ   الخ  أنصحك باختيار الخيار الأول وهو تصميم مواقع الويب  وهكذا يمكنك مثلا  إنشاء موقع كبير لتقديم خدمات البرمجة والتصميم للمواقع  وبهذا الشكل سوف تتمكن من تقديم خدمات كبيرة منها 1  تصميم موقع ويب2  تصميم شعارات3  تصميم بوسترات4  تصميم كروت طباعية5  صيانة مواقع مثلا 6  الخ الخ,0,العمل الحر
هل يحق لي اخلاقيا و مهنيا عرض اعمالي التي استعلت فيها عناصر جاهزة,1,لا يحق لك لكن إذا إستلهمت منه فقط لا مشكل إبحث عن التصاميم القابلة لإعادة افستخدام,0,العمل الحر
كم ستقل  هل ترى أن تقديمك عرض م ناسب للمشروع ي ساهم في قبوله أم هناك عوامل أهم ,0,طريقة تقديم العرض ومعرض الاعمال والتقييم كلها مرتبطة  لكن اولئك الذين يقدمون عروض كالروبوتات ويقومون بنسخ ولصق نفس العرض مع تغيير طفيف لا يكاد يذكر  لا ارى فيهم جدية ولا استحقاق للعمل ولا يمكن الوثوق فيهم أو الإعجاب بعرضهم من الوهلة الأولى  يحصلون على بعض الاعمال بتقديم التنازلات بالسعر مثلا طريقة العرض تؤثر بشكل اكبر مع العملاء الكبار الذين يلتفتون للجودة والعمل المقدم بدون التدقيق في السعر  لأن العميل المتواضع بالميزانية تجده أول ما ينظر له السعر وربما يتواصل حتى إن لم تعجبه طريقة تقديم العرض إن اعجبه السعر على أمل أن يحصل على ما يريد بهذا السعر ,0,العمل الحر
ماذا تفعل امام هذه المشكلة  ,0,أخي الكثير يدور على منهم أقل تكلفة ولكن في نفس الوقت ممكن أن تكون الجودة متوسطة ولكن    كن مثل  الهندية يعمل بأقل القليل     وهو الأروج حالا   لأنه 1 دولا يساوي من عملتهم   71 روبية هندية  يعني 1 دولار يأكله لمدة يوم و ممكن يومين حسب تجربة صديق لي في الهند  وغالبية الشركات والعمل الحر  يفكر المشتري أو صاحب العمل أنه الجودة مهما كان عملك سوف تعطيه أقل بقليل أو بأكثر  ,1,العمل الحر
كيف توازنون بين العمل الحر والدراسة ,0,الكلام جميل ومفهوملكن الفعل صعب لعدم وجود منهجية محددة اتبعهاكل كلامك الجميع يقوله والجيمع يعرفه والجميع يفهمه ولكن ما لم يتحول هذا الكلام الى منهجية محددة نستطيع اتباعها لن يكون لها فائدة كبيرة وبصفتي شخص لم استطع تحويل هذه النصائح الى منهجية فلن استطيع ابدا ولهذا نشرت الموضوع,1,العمل الحر
كيف تحصل على عملاء في موقع مستقل و خمسات  ,0,قرأت موضوعك  وهو جميل وملاحظاتك رائعة باستثناء واحدة  وصراحة تمنيت لو لم أقرأها أبدأ لذلك قدم أسعار محروقة   منخفضة  حتى تصل لعدد من المشاريع التي تجعلك من ضمن النخبة و اعتبرها جزء من حملة تسويقية لنفسك   عدد المشاريع يهم كثيرا  أصحاب المشاريعسامحك الله يا أخي  لنا فترة طويلة نحاول ونكتب ونناقش على إنهاء هذه المهزلة  فهي تضر المهنة كاملة  كما أنها نصيحة غير صحيحة إطلاق ا  وقد وضحنا ذلك العديد من المرات  المشكلة الأعظم أنها صادرة من عميل  والعميل كلمته تعادل عند المستقلين كلمة 100 مستقل كما لا يمكن اعتبارها حملة تسويقية للمستقل لأنها غير معقولة أصل ا  بالله عليك كم يحتاج المستقل حتى ينجز 15 مشروع  6 أشهر لو أنه خارق  سنة إذا كان محظوظ  وأكثر من ذلك بكثير إذا كان طبيعي هل تريد أن تقول لي أن يعمل سنه بأبخس الأثمان حتى يصل إلى 15 مشروع  سنه يا رجل  12 شهر   وهو يعمل بلا كلل ولا ملل من أجل فتات لا يكفي لسداد فاتورة الماء ثم ما الضامن على أن 15 مشروع تجعلك من ضمن النخبة  لدرجة تفرض سعرك وتأتيك المشاريع من كل حدب وصوب  لدي في مستقل 19 مشروع ناجح بمدل 100   في صفحتي ستجدوها 95  بسبب خطأ تقني  وتقييم نجوم 4 9 من 5  بالإضافة إلى معرض أعمال متنوع  ولم أصل بعد لمرحة النخبة هذه  هذا غير المشاريع الكثيرة التي أنجزتها خارج الموقع  ومع ذلك غالبية عروضي مرفوضة  حتى أني تركت مستقل وبدأت الاعتماد على التسويق لنفسي فهو أفضل بكثير لا حاجة لتكرار الكلام حول موضوع الأسعار  أبحث فقط عن النقاشات حول مشكلة الأسعار في هذا المجتمع وستجد العشرات ,1,العمل الحر
ماذا تعرفون عن وظيفة خدمة العملاء في حسوب  ,0,أنا سأحد ثك عن الراتب يا صديقي  لماذا لا أنوي قطع ا التقدم إلى وظيفة في حسوب الآن أم في المستقبل   الجواب هو الراتب  نعم فمتوسط معدل الساعات للعمل في بلدي هو 6 ساعات تقريب ا أي أنني سأعمل أكثر من الذين حولي لذلك يجب أن يكون الراتب مجزي ا  لكن على ما أراه في حسوب فالحد الأقصى الذي أستطيع أنا الحصول عليه فلنقل 800  شهري ا  وهو ما لا يساوي شيئ ا هنا في بلادي عند مقارنته مع رواتب أخرى هذا رأيي أنا  لكن أنت إذا كنت تعيش في مصر أو دولة أخرى سعر عملتها في الحضيض ستنتعش حالتك المادية إن كنت تقبض بالد ولار ,0,العمل الحر
ماذا لو تعاون الم ستقلون ,0,اساعد عدد كبيرا من الناس من خلال الصلات التي انشأتها على مدى سبع سنوات الان تقريبا  احاول ايجاد اعمال لمن اعرفهم وكثيرا ما احيل اعمالا تتعلق بالكتابة والتدوين لآخرين من اصدقائي  بالطبع بحسب المبلغ المعروض والمبالغ التي يقبلونها عادة  مع هذا اتفهم تماما من لا يقوم بذلك لعدة اسباب الاول والاهم هو الثقة  شخصيا احيل عملاء محتملين لاشخاص اعرفهم عندما اثق في الطرفين بما فيه الكفاية  لا اريد ان اقع في دوامة  لم يدفعوا لي  لم يسلم العمل كما اردناه  التي تجعلني المذنب في كل ما يحصل الثاني هو المال  الكثير من الناس سواء من العملاء او المستقلين يثقون بي كفرد ولا يثقون ببعضهم وبمجرد دخول  كن وسيطا واعطه المال او احجز المال لديك  في محادثة اتوقف بالتعامل مع الشخص تماما  كونها قاعدة واضحة لدي ولا اقوم بالوساطة المالية سوى في حالات شبه نادرة السبب الثالث هو الكلام المبهم  في كثير من الحالات حاولت العثور على عمل لاشخاص كنت اعتقد انهم يمتلكون مجموعة مهارات محددة واتضح انهم يكذبون او يستخدمون مصطلحات خاصة بهم  مترجم يقول عن نفسه انه مدون دون اشارة لانعدام خبرته باساسيات التدوين  او عميل يرغب بمدون ولكن يطلب مترجما  اضطر هنا التعمق لفهم ما يمتلكه او يحتاجه الشخص ولكن سوء الفهم ليس مستبعدا ابدا  ويحتاج هذا المزيد من الوقت من طرفي  احاول تخصيص بعض الوقت للمساعدة ولكن اتفهم ان هذا ليس حال الجميع التحذير ونشر التجارب مع المستقلين او العملاء امر جيد ولكنه غير موضوعي على الاطلاق  رايت الكثير من العملاء الغاضبين دون سبب ورايت الكثير من المستقلين الذين يدعون انهم انطلموا  لذا اتجنب التقييم السلبي تماما واعتمد على التقييم الايجابي للاشخاص الذين كانت لدي معهم تجربة سارة  لا يمكن العثور على روابط لاعمالي ولا اتحدث عادة عن اعمال قمت بها وخرجت غير راض عن تصرف الطرف الاخر  اتوقع ان الكثير من الناس يتصرفون بنفس الطريقة لذا اعتمد على هذا في معرفة الجيد من السيء  ان لم يكن هناك تقييمات جيدة لامر ما على الانترنت فهناك احتمال كبير انه ليس جيدا توظيف المستقلين لانجاز عملي كمستقل  باختصار ان اخذ عمولة من شخص اوفر له عملا  هذا الامر ممنوع جدا في قاموسي واجده ظلما لكافة الاطراف  واتفهم تماما تجنب كثير من الناس لهذا لا منطق من مشاركة النصائح برأيي  ما اعتقد انه مهم ربما يكون بديهي للجميع  ما يعتقد الاخرين انه مهم ربما يكون بديهيا لي  اتمنى رؤية كورسات تشرح كل شيء دون استثناء وبكافة التفاصيل وبشفافية كاملة  كأن تذطر وضع السوق وكيف يمكن البدء في التعلم والتقنيات المهمة  ولكن هذه تحتاج جهدا ووقتا لا يمتلكه الاغلبية بالمختصر  هناك طريق وسط للقيام بكل شيء  هذا ما نحتاجه   واعتقذ انه موجود سلفا بشكل او بآخر,1,العمل الحر
لماذا يرمون أجهزتهم التي تعمل  ,0,بالفعل الكثير من الأوروبين يرمون أجهزتهم في الشوارع ولكن هنالك بعض الأشخاص مثل قصة البيتكوين   الشخص الذي قام برمي جهازة وهو في حسابه الخاص به وأيضا  معدن علية 1 بتكوين     وبدء الإعلام بتداولها هذه القصة  ,1,العمل الحر
مواقع العمل الحر غير مجديه للمستقلين  الفريلانسرز  فما الحل ,1,اكيد أوافقه الرأي مواقع العمل الحر مأساة ومعاناة للعامل الحرانا تركت خمسات واستغل وقتي في تطوير مهارتي ولما لا بعد ذلك محاولة تطبيق  جعل العميل يبحث عنك ,1,العمل الحر
كيف اجد عملاء  ,0,الجودة ثم الجودة ثم الجودة  لو استغليت الشهرين في تطوير مستوى اعمالك كان ذلك سيكون أفضل بكثير  العملاء يبحثون عن العمل المميز  منصة مستقل ممتازه حاول تحسين جودة اعمال اكثر وسيبحث عنك العملاء بدل البحث عنهم ,1,العمل الحر
10 نصائح لنجاحك كموظف عن بعد,0,اريد الشرح من فضلكم,0,العمل الحر
كمستقل     كيف تحافظ على عملائك   ,0,لا توجد قاعدة ثابتة لكن تفقدهم برسائل معايدة أو دعم مجاني للمنتج الذي قدمته لهم إذا أصبحتم أصدقاء على الفيسبوك دردشة أحيانا  عادة إذا كنت تقدم خدمة مميزة سيعودون إليك لاحقا حتى بعد سنين,0,العمل الحر
الى متى سيبقى مستقل هكذا ,1,طالما هو مربح فلا حاجة للتغير _ عقلية صاحب الموقع,1,العمل الحر
بعد 200 عرض على مشاريع العمل الحر    برأيك ما الحل  ,0,إذا كان لديك معرض أعمال فليس بالضرورة أن تقيد نفسك بمنصات العمل الحر  يمكنك مراسلة عملائك المحتملين  في الإنترنت الواسع  مباشرة أو في منصات مهنية مثل لينكدإين  بالنسبة للمنصات الحالية حاول ألا تكون عروضك قص ولصق من غيرها يعني حتى لو كتبت أنت العرض لا تكرره  شيء آخر حاول أن تقرأ المقالات الموجودة في مدونات تلك المنصات فهي تكلمت عن الموضوع بالتفصيل وقدمت نصائح مفيدة  طالع أيضا  تجنب ارتكاب هذه الأخطاء عند كتابة العرض الذي ستقدمه إلى العميل بخصوص مشروعكيف تجذب العملاء إليك ككاتب مستقل  دون الحاجة للبحث عنهم وإرسال رسائل بريدية تطلب فيها العمل,0,العمل الحر
كيف ترسم  الحدود لتحمي نفسك من الإستغلال  الم فرط لمهاراتك وقدراتك الشخصي ة  ,1,ينتهي بي المطاف دائما بانجاز واجبات الأخرين لكن تعلمت قول لا مؤخرا لكن ليس في حدود العائلة أبدا فالعائلة أهم من الوقت ومساعدتهم ليست ثقلا على كاهلي أبدا عدا بعض الزملاء   الحل أني اتحجج بانشغالي في مشاريع وهمية أحيانا لايسعني قول لا  نعم  لدي مواقف كثيرة بوسعي تأليف كتاب عنها سواء بالترجمة أو كتابةقصص أفكارأعمال يدوية    بالجامعة عبر بعض المدونات دائما ماأجد نفسي أقترح حلا فأنجزه بنفسي بينما يكتف البقية أيديهم     لكن مستقبلا سأتوقف عن هذا السلوك الأ في حال من يحتاجني حقا سيسرني مساعدتهم دون مقابل اذا كانو يستحقون ذلك فالمساعدة تشعرني بالسعادة في بعض الأحيان,1,العمل الحر
كمستقل     ما هي اكبر الاخطاء التي ارتكبتها   ,1,لماذا نشرت المساهمة في مجتمع حسوب I O صديقي  ألا يوجد مجتمع مناسب أكثر ,0,العمل الحر
كيف تقنع العميل ,0,أحسنت سيدي الكريم لعلي بالغت في هذا من باب المزاح فقط لم ارد بتلك العبارة صده عن التعامل معي وإنما حين أكتشف تردده  ويعجبني سلوك اليابانيين في التعامل مع الزبون فهم يبالغون في التلكف له  ولا يخفى عليك أن هذا من باب الاعتذار للزبناء غير الجادين  تحياتي لك كم كانت افكارك واصحة ,1,العمل الحر
ما الشيء الغريب في الصورة     ,1,51 عرض والمشروع منذ 8 دقائق,0,العمل الحر
برأيك ما هي الأسباب التي تدفع المستقلين لقبول أسعار بخسه ,0,ما هي تحليلاتكم للوضع الوضع ليس عربيا  فقط بل غربيا  أيضا  فلو تطالع آراء المستقلين الجيدين في quora أو هاكر نيوز أو ريديت أو مدوناتهم الشخصية عن منصات العمل الحر فستجد أن هناك شبه إجماع أن هذه المنصات تدهورت جدا  والتنافسية  غير الشريفة ولا العادلة في السعر وصلت لأشدها هذا كتنبيه أولي أن الوضع ليس عربيا  فحسب بل ظاهرة عالمية وهم عادة يحيلون الأسباب إلى تدفق كم هائل من أنصاف الموهوبين من الدول ذات الدخل الضعيف والمتوسط إلى هذه المنصات يرجى العلم أن الأخطاء الأخيرة التي أدت إلى سقوط بعض طائرات البوينغ يعود في بعض أسبابه إلى برمجة هندية   بالضبط برمجة أجريت ب9 دولار للساعة لقطاع يعرف بأنه دقيق جدا    ووردت في التقارير أن المبرمجين ليسوا حتى موظفين لدى الشركة بل متعاقدون أحرار  الآن فكر معي  إن كان بوينغ تفعلها فلم لا يفعلها آخرون في صناعات لا تتضمن أرواح بشر لماذا برأيك قد يعمل المستقل لساعات كثيرة من أجل دولارات قليلة 1  الخوف الشعور الأول الذي يحس به أي مبتدئ في المجال هو أن مجاله مزدحم جدا  وأنه لو لم يخفض سعره لن يعيش ولن ينجو  لا يدرك هذا المستقل أن كل مجال مزدحم لكن لا يعرف أنه كما هو مزدحم بالمستقلين مزدحم بطالبي العمل أيضا   لكنه لا يدرك ذلك لأن المنصة التي لا يخرج منها تقول العكس  وربما هي ترغب في الإبقاء على الوضع كما هو أيضا    2  لأن هذا هو العمل الوحيد المتاح أمامه  ليس له أي شغل آخر حقيقي أو إلكتروني يمكنه الاعتماد عليه لهذا يقنع نفسه بالمانترا المعروفة  العمل مجانا  ولا البطالة 3  لأنه كما قلت  أنت لا يعرف التسعير 4  لأنه يعيش في دولة أي كمشة دولارات تعتبر فيها ثروة 5  لأنه يظن أن سوق العمل الحر تنتهي عند مواقع معينة فقط  ولا يدرك ولا يعرف ولا يجيد جذب عملاء من خارج تلك المنصات الفقاعات هل كنت في السابق ممن يعمل بأسعار بخسه  لماذا  نعم و السبب هو التعلم  لأنه أفضل حل للتدريب وكسب الخبرة هو العمل لذلك تعلمت بهذه الطريقة  للمعلومية لا يولد المستقل خبيرا  لذا العمل بأسعار بخسة كبداية وتدريب  وبناء معرض أعمال جائز  وينكره الناس الذين يتصورون فقط أنهم ولدوا بخبرات فائقة لا تقل ساعتها عن الخمسين دولارا   وهو جنون عظمة مروع   وأنا أشجع على العمل بأسعار متواضعة للغاية في البداية بغرض كسب الخبرة  قد يقول قائل التطوع يوفر ذلك   لكن التطوع لا يوفره تماما بالفعل لأن التعامل مع العميل مباشرة والإحساس أنك تعمل بحق  شعور مختلف عن التطوع لأن الأخير لا يشعرك بإحساس المحاسبة لذلك لن تتعود على العمل الحقيقي من خلاله وكيف تعاملت مع ذلك بعد اكتساب ما يكفي من الخبرة من العمل الحر بأسعار بخسة بدأت أفكر خارج صندوق  منصات العمل الحر  ووجدت أطنان من المحتوى الانجليزي وحتى العربي عن كيفية جذب العملاء مباشرة وكيفية التسويق الذاتي إلخ فمضيت فيه وانعتقت من الوضع العادي ذلك المحتوى يعلمك الكثير من ذلك  يعلمك كيف تقيم نفسك وخبراتك أي  الإجابة عن السؤال  أين أنا من م ع ل م إحداثيات مجالي    بشكل صحيح وهذا مهم جدا  لأن التقييم الذاتي مثل التسعير لا يتقنه الكثيرونتتعلم التسعير تتعلم كيف من عام لآخر ترفع التسعير وكيف تكتب رسالة لعملائك بذلكتتعلم كيف تدير نفقاتك  تطلب فواتيرك  تتعامل مع عملائك  كي لا تعمل مجددا تحت ضغط الحاجة الماسة للمال  تتعلم كيف تكتب الرسائل للعملاء الجدد تتعلم كيف تكتب عروضا ت فتح وتقرأ  بالفعل وتحصل من خلالها على عمل صحيح أن هذه الأمور ليست من صميم الاختصاص مثلا تصميم أو برمجة أو ترجمة لكنها لا غنى عنها للمستقل الحالي لذلك يمكن إدراج  الجهل بها  ضمن أسباب قبول المستقل بأسعار بخسة برأيك كيف يمكننا حل هذه المشكلة بالتحديد يقوم المستقلون الأكثر خبرة بضخ المزيد من المحتوى حول الموضوع على سبيل المثال محاربة الخوف راجع سبب ١ بالإحصائيات والأدلة والخبرة الشخصية وباختصار  قيادة ثورة انعتاق من المنصات والمفاهيم الخاطئة عن العمل الحر          وتعليم القادمين الجدد السباحة الحرة في بحر الانترنت الواسع جدا  جدا  و المليء بفرص لا حصر لها        لا تنس أن المنصات توفر تدريبا  ممتازا  للمبتدئين لذلك أنا لست ضدها أساسا  لكنها لا تصلح للمحترفين ومتوسطي الخبرة ممن يريدون الانتقال للمستوى التالي ,0,العمل الحر
أيهما تفضل للعمل على مشروعك  ,0,راح أختار مستقل اذا كان المشروع بسيط و إمكانيات المستقل عاليه والسعر معقول راح أختار استديو احترافي اذا كان مشروع صعب او معقد والسعر حسب الاتفاق ماذا لو كان السعر متقارب و ليس هناك فارق كبير في تكلفة المشروع  بالطبع الاستديو الاحترافي,1,العمل الحر
ما هي حلول الدفع للأشخاص الأصغر من ١٨,0,هنالك خدمات كفودافون كاش في مصر تطلقها شركات المحمول تحتاج فقط أن يكون لديك خط على هاتفك ,0,العمل الحر
هل ممكن اكون مصمم مواقع او صفحات الهبوط بدون ان اكون مبرمج,0,نعم  وهذا ما يسمى بمصمم واجهة المستخدم وتجربة المستخدم UI UX اختصار لـ  User Interface User Experience   وظيفته تصميم شكل الموقع  التطبيق    بالكامل  وبناء تجربة مستخدم صحيحة بحيث يكون التطبيق مألوف  بسيط  وسهل الاستخدام Usability في الشركات قد ي فصل بين مصمم واجهة المستخدم ومصمم تجربة المستخدم بحيث يكونان شخصان مختلفان  لكل منهما وظيفة محددة ولكن بالنسبة للمستقلين فيفضل أن يعرف المستقل كلى المجالين  لأنه من الصعب أن يحصل على عمل في مجال واحد خصوص ا في بداية مشواره ,0,العمل الحر
كيف أقنع العميل,0,ألقيت نظرة على ملفك  عدد العروض المستبعدة 6 فقط  هذا لا شيء في الحقيقة عموما لديك مشاكل واضحة في ملفك يجب أن تحسنيها ليكن عرضك مختلف قدر الإمكان في كل مشروع  مكتوب ليجيب على سؤال ماذا يريد العميل سماعه  إذا كان العميل يريد شخص ليصمم له مطعم  أجعلي العرض يوضح أنك قادرة على تصميم مطعم ولديك خبرة في ذلك مقال سيفيدك تجنب ارتكاب هذه الأخطاء عند كتابة العرض الذي ستقدمه إلى العميل بخصوص مشروعنبذتك بحاجة إلى تحسين  تحدثي أكثر عن مهاراتك وخرباتك وإنجازتك  وما أنت قادرة عليه مستواك في التصميم جيد  لكنه بحاجة إلى بعض التحسين  التصاميم ثلاثية الأبعاد خصوص ا لمجال العمارة يحتاج ليكون واقعي قدر الإمكان  مشكلة تصاميمك أنها تظهر حاسوبية  ولا تبدو واقعية إطلاق ا  حاولي تطوير مهاراتك وتحسين تصميمك لتكون أعمالك أكثر واقعية لا تسمعي كلام أي شخص يطلب منك تقليل سعرك  هذا لن يفيدك  وضرره كارثي  عليك وعلى المستقلين الاخرين  وعلى مهنة التصميم وبالمناسبة  العميل الأول ليس الحل  ولن يتحول عملك إلى ذهب بمجرد حصولك عليه   من واقع تجربة ,1,العمل الحر
مترجم    هل أستطيع العمل في اوقات فراغي ,1,هذه نصيحتي من واقع تجربتي  1  في البداية أنت ذكرت أنك تفهم اللغة الإنجليزية والم حادثات  أنصحك أيض ا بالتمكن من قواعدها وقواعد اللغة العربية  2  معرفة أساسيات الترجمة بالاستماع لم حاضرات الترجمة على اليوتيوب من أمثلتها م حاضرات الدكتور خالد توفيق وكذلك قراءة كتب الترجمة مثل كتب الدكتور محمد عناني والدكتور عز الدين نجيب  3  التطوع في مواقع الترجمة حتى يكون لديك أمثلة لأعمال قمت بترجمتها  4  البحث عن مكاتب الترجمة لتتدرب بها أو تعمل بدوام جزئي م قابل م راجعتهم لترجماتك وتصحيحها أو حتى بم قابل مادي بسيط  5  ي مكنك التسجيل على مواقع العمل الحر العربية من أمثلة خمسات ومستقل أو الأجنبية مثل Upwork للتطوع على الترجمة مواقع وأماكن يمكنك فيها التطوع في الترجمة لكسب الخبرة والتدرب والتحصل على شهادات تعزز سيرتك الذاتية وفوائد أخرى كثيرةللبحث عن شركات الترجمة للعمل بها أمثلة لبعض مواقع العمل الحر إذا كانت لديك النية لبدء عمل سيفيدك ماديا  ومهنيا   فعليك أولا  ان تختار مهارة من إحدى مهاراتك لتبدأ بالعمل بها  وإذا كنت تجاوزت تلك النقطة   وأنصحك بالانضمام لرابطة المترجمين الفريلانسرز السلام عليكم ورحمة الله وبركاته  أ نشئت هذه المجموعة لتضم أكبر عدد من المترجمين الأحرار من مختلف المجالات ولتكون بمثابة ملتقى للمترجمين لتبادل الخبرات والأفكار  نرحب   أتمنى أن تكون نصائحي م فيدة وأتمنى أن تجد العمل المناسب لك تحياتي فاطمة,1,العمل الحر
كيف استطيع ان اعمل بدخل شهرى من الانترنت  ,0,مستقل   خمسات للعربيةFiverr   upwork للإنجليزية,0,العمل الحر
أخوتي في مجال العمل الحر طلب مساعدة من حضراتكم,0,فماذا تنصحونني أن أفعل      ومن أين أبدأ طريقة لإيجاد عمل  أيا كان نوعه ومش شرط دوام كامل بل في فريلانسر وعن بعد 1  افتح حساب في لينكدإن2  املأه بشكل احترافي بحيث يصبح حسابك هناك برتبة  متألق 3  نزل تطبيق linkedIn job search الرسمي على هاتفك4  في التطبيق أعلاه اعمل تنبيهات بكلمات مثل  مترجم  أو ما تود العمل فيه  ضرورية جدا  5  سيأتيك يوميا   وأقول يوميا   بما لا يقل عن 10 مناصب عمل جديدة في المجال  وفيها المتوفرة عن بعد  في بعض الأحيان تصل إلى 50 منصب بكافة الأنواع الجزئي والكامل وعن بعد   الطريقة مجربة وفعالة مدة الحصول على العمل   ٣ أشهر ملاحظة تطبيق linkedIn job search المذكور في الخطوات أحيل على التقاعد   لكن الخبر الجميل أن كافة خصائصه أدمجت بالتطبيق الأصلي للشبكة مواقع قد تفيدك أنجز مشاريعك عبر الإنترنت بسهولة وأمان بالاعتماد على توظيف مستقلين محترفين في البرمجة  تطوير المواقع والتطبيقات  التصميم  التسويق  الترجمة وغيرها من المجالات من خلال مستقل    موقع خمسات  لبيع وشراء الخدمات المصغرة  إعرض خدماتك أو احصل على ما تريد بدء من خمسة دولار لبيع وشراء الخدمات الرقميةوظ ف أفضل الكفاءات والمهارات التي تحتاجها للعمل عن بعد دون التقيد بمنطقة جغرافية محددة Khdemti   Nous révolutionnons la façon dont les propriétaires de projets et les freelancers   prestataires travaillent ensemble كتيب مفيد  موجه للمصممين لكن يصلح للمبرمجين أيضا   راجع هذا التعليق أيضا   كم تجني شهريا من عملك وما هو عملك   الرجاء التعليق بمستخدم مجهول اذا كنت لا التعليقات على ذلك الموضوع ككل مفيدة للغاية  ,0,العمل الحر
التحيز فى التوظيف في العمل الحر هل تمارسه  من تختار بين الرجال و النساء في صورة وجود نفس المؤهلات و الخبرات هل تعرضت له ,1, هل لديك افكار لجعل الفرص تتساوى بناء على الكفاءة و في كنف التنافس النزيه   بل سا اضع لهم اختبار سريع في    سرعة الرد   سرعة فهم المشروع وتقديم افكار ممتازة  اقل سعر وبعدها يمكنني الإختيار معتمدا على هذه المعايير هذا اول تعليق لي على المنصة  ,1,العمل الحر
لماذا ينبغي على المستقلين المحافظة على حقوق الملكية الفكرية ,0,موضوع مهم شكرا لكتابة محتوى قيم عنه ,1,العمل الحر
أرني كيف تسعر هذا المنتج,1,50 دولار ثمن الدومين سنويا لماذا   اسعار الدومينات اقل من ذلك بكثير,1,العمل الحر
كيف تكتب سكريبت او مقال لفيديوهاتك  ,0,سأجيب من خبرتي بالعمل كمونيتر  مثلا في عملي الحالي مع منظمة طبية متخصصةأبحث عن المواضيع التي تهم الناس في وقت معين من السنة مثل الأيام الصحية العالمية أو الأمراض المعدية في فصل الصيفثم أبدأ بجمع المعلومات من مصادر موثوقة بشكل كامل حيث لا مجال هنا لأي معلومة خاطئة ولو كانت بسيطة  ومعلومة تلو أخرى أحصل على مقال  علمي أو شبه علمي ثم بمساعدة أحد أعضاء الفريق معي أو بمشورة أحد الأطباء ننقح المعلومات ونبسطها ونأخذ منها ما نرى بأنه مناسب ويهم العامة  ويصلح بأن يكون كنص في فيديو ثم أبدأ عملية تحويل هذا النص إلى سكريبت  وهي عملية صعبة ومستهلكة للوقت بشدة  لأنه يجب أن أفكر بكل كلمة وجملة وفقرة على حدا  ثم أفكر بالسكريبت بشكل كامل وأقرأه بصوت عالي على نفسي أو على أحد زملائي    حيث نبدل كثيرا من الكلمات بهذه المرحلة  وربما نستعين بمسجل الصوت في الموبايل بشكل تجريبي لنرى كم سيكون طول الفيديو بشكل تقديري  وعلى هذا الأساس نحذف أو نضيف  وهكذا إلى أن نصل إلى نصل لقناعة تامة طريقتي في تحويل النص إلى سكريبت هي كالتالي أقوم بفتح برنامج اكسل أو خدمة Google Sheets اذا كنت أحتاج لمشاركة النص مع شخص آخروأكتب السيناريو في أربع أعمدة في الغالب حسب حجم المشروع  ولكن بكل بساطةالعمود الأول مخصص لرقم المشهدالعمود الثاني لنص السيناريو الذي سيتم تسجيلهالعمود الثالث تصور مبدأي للتحريك أو الفكرة التي تقابل هذا المشهدالعمود الرابع ملاحظات خاصة بكل مشهد أو ملاحظات عامةلكن لا أبدأ العمل على السكريبت مباشرة  حيث يجب أن أرسله أولا إلى فريق التسويق لكي يطلعوا عليه ويعيدوا تدقيقه  وبغالب الحالات يعود السكريبت بدون أن يحصل عليه أي تغيير  سوا تأخير عدة أيام في المشروع يقوم واحد من الفريق بتسجيل الصوت بشكل احترافي ثم يصل لي وأبدأ العمل بعد أن أصبح كل شيء جاهزا ,1,العمل الحر
