Question,Subj_Q,Answer,Subj_A,Domain
أنا مبتدئ في تعلم البرمجة ووصلت للدوال وألاحظ وجود تطور كبير في كتابة الكود وهذا الشيء يريحني لكن هناك شيء لم يعمل معي بعد وهو حل المسائل أو فهمها أو تطبيقها، هل هذا طبيعي؟ هل مع الوقت سأفهمها؟ هل يوجد فيديو يساعدني على حل الأسئلة؟,1,وعليكم السلام،سأحدثك عن تجربتي..بعد تعليم نفسي البرمجة و العمل بمجال تطوير الويب 3 سنوات..الخطوات الناجحة لتعلم اللغة البرمجية هي:أولا مشاهدة فيديو لترى آلية عمل اللغة والمنطق البنية عليه لا وتعلم الأساسيات فقط.ثانياً تجربة ما رأيته من داعي الفضول وتكرار مع رأيته مع بعض من اضافاتتك.ثالثاً قراءة الكتب والمقالات التابعة لكل خاصية مهمة في اللغة، يجب عليك اولآ معرفة الخطة لتعلم الأساسيات ثم التعمق.رابعاً بعد تحصيل العلم الكافي يجب عليك حل الخوارزميات ابتدائا من الابسط إلى الأصعب تدريجياً ابحث في القوقل عن الإجابات وطرق الحل في البدايه.,0,سوفا
هل هناك مدونات عربية تخص البرمجة؟,0,يوجد موقع عربى اسمه برمج . كوم خاص بالبرمجة,1,سوفا
هل هناك مواقع أستطيع ربح المال منها؟,0,يوجد العديد من المواقع الاجنبية والعربية التي تستطيع كسب المال من خلالهاموقع خمساتموقع مستقلموقع بعيد للعمل بدوام جزئي أو كليموقع فريلانسرموقع اب ووركموقع فايفروالعديد ……,0,سوفا
ما أصعب سؤال واجهته كمبرمج في اختبار لوظيفة؟ وهل قمت بحله؟,1,انا مطور Front-end و واجهت الكثير من الاختبارات المختلفة اثناء مقابلات العمل و مع إدارة المشاريع اغلبها كانت بدرجة متوسطة من الصعوبة..الصعوبة تزيد او تقل نسبة إلى مركزك في المشروع.الاختبارات الصعبة كانت أسئلة عن الخوارزميات المختلفة بالنسبة لي كان سؤال يتعلق بالمصفوفة…الشيء الأصعب هو اختبار ما يعرف ب Live coding وما يحدث هو أن المحاور سيطلب منك عمل وضائف معينة بالكود أمامه مباشرتا وهنا ستنسى ابسط الامور من شدة توترك.,1,سوفا
هل أستخدم ووردبريس أم لارافيل لبرمجة وتطوير المواقع؟,0,ووردبريسبالتوفيق,0,سوفا
أريد أن أشتري حاسوب محمول (لابتوب) من أجل البرمجة والتصميم وحتى الألعاب ولكني محتار. ما هو اللابتوب الذي سيكون مناسبًا وبسعر في حدود 1000 دولار أمريكي أو أقل في السعودية؟,0,افضل هاتف للالعابمميزات اقوى ھاتف للالعابافضل هاتف للالعاب جاء الهاتفصنعت هذه الشرائح خاصة للهواتفالمخصصةللالعاب حيث تقوم شرائحRedCore1 بالاعمال الخاصة في الصوت و الاضاءة بالاضافة إلى ردود اللمسية و لا تقوم بوظائف اطارات الشاشة او الرسوميات تاركة شريحةSnapdragon تقوم بالاعمال و معالجة التطبيقات و الالعابيما يتيح لك حمل الهاتفباي طريقة تسهل عليك استخدام الهاتف,0,سوفا
أريد أن أتعلم برمجة المواقع من الزيرو ويب سكول، لكن هل يفضل أن أبدأ بمسار front end ثم بعدها أبدأ في مسار back end أم أبدأ في مسار full stack مباشرتاً؟,0,سوف اجيب من وجهه نظري انا بدات بfront end لا اعلم السبب ولكن قررت ان ابدا بيه ثم اكمل بback endFull stack هو المسارين معااسامه الزيرو له فيديو عن الfront end و back end ويوضح الفرق ما بينهم واذكر انه قال يفضل ان تبدا بback end,1,سوفا
ما هو أفضل موقع لحل المسائل البرمجية؟,0, عجيب لا احد يعرف هنا عن موقع استاك اوفرفلو !!! و كل اجابات السابقة اتو بمواقع التعليم شي غريب، لا اعرف هم مبرمجين في الحقيقة ام لا !!! المهم يوجد موقع استاك اوفرفلو من ابرز و افضل موقع لحل المسائل البرمجية يمكنك شرح مسئلتك و ادراج كود او الصورة مع شرح و نشره مع اختيار لغة البرمجة، فكرة الموقع مثل كورا لكن فقط للبرمجة ,1, سوفا
ما هي تكلفة عمل موقع إخباري على الإنترنت؟ ,0, ان التكلفة الاساسية لأنشاء موقع ويب مختلفة بحيث ممكن ان تكلفك مابين 12 دولار الى ان تصل الى 1000 دولار او اكثر حسب نوع الموقع الذي ستقوم بأنشائه والتعديلات والتحسينات التي ستقوم بعملها على موقعك . اما عن سبب ان الموقع سيكلفك ابتداءً من 12 دولار وهذا لان هذه هي تكلفة شراء دومين خاص بك . اسم مجال (الدومين) . سيكون هذا عنوان موقع الويب الخاص بك على الإنترنت ، وهذا ما سيكتبه المستخدمون في المتصفح للوصول إلى موقع الويب الخاص بك (على سبيل المثال ، example.com). تختلف اسعار الدومين حسب امتداده يعني الدومينات التي تنتهي بـ .com فستكون اغلى من باقي الامتدادات كذلك تعتبر الافضل في محركات البحث . ومن الممكن ان تجد دومين ذو سعر مرتفع جدا وذلك بسبب شهرة الدومين مثلاً وكثر زوار الدومين. اقرأ هنا : خطوات شراء دومين من الشركة جودادي GoDaddy عد ما عرفت التكلفة الابتدائية لانشاء موقع ويب نأتي الان الى معرفة باقي التكاليف. تعتمد التكلفة ايضاً على المنصة التي ستعمل بها لانشاء موقعك.,0,سوفا
هل يمكن للإنسان أن يحقق 4 أهداف في جوانب مختلفة خلال 3 سنوات، مثل تعلم البرمجة أو قناة يوتيوب أو اللياقة البدنية أو الإدارة؟,0,حسب الوقت الذى يحدده لذلك وتنظيم المهام وادارتها بشكل مناسب,0,سوفا
كيف أدرس البرمجة بالطريقة الصحيحة كحفظ الأكواد وتطبيقها وإعادة كتابة الأكواد التي في الفيديو؟ هل أشاهد الكورس الأول والثاني والثالث بدون تطبيق وبعد ذلك أبدأ بالتطبيق أم ماذا أفعل؟,0,سؤال جميل ، لكن الاكواد لا تحفظ ابداً ، لانك بكل بساطة من الممكن ان تستخدم مجموعة من الاكواد في مشروع معين ،لكنك سوفة تستخدم اكواد مختلفة في مشروع اخر ، حتى انك لو شاهدت البرمجين فهم بنفسهم يقولون باننا ننسى بعض الاشياء على سبيل المثال انسى كيف ازيل مربع معين في المشروع ف غالباً يذهبون الى قوقل ويبحثون ( قوقل هو الصديق الذي سوفة يذكرك بكل شيء تنسى) ،، اما بالنسبة الى التطبيق ف انا ايظا بدأت للتو في تعلم البرمجة وطريقتي هي اني اشاهد الفيديو واطبق بنفس الوقت مع ذلك احاول افهم ماذا يفعل مثل لو قام بوضع طول : 100px; ف اكتب الطول واذهب لأرى ماذا حصل وبذلك افهم واي شي حاولت افهمه ولم افهمه اكمل الفيسؤال جميل ، لكن الاكواد لا تحفظ ابداً ، لانك بكل بساطة من الممكن ان تستخدم مجموعة من الاكواد في مشروع معين ،لكنك سوفة تستخدم اكواد مختلفة في مشروع اخر ، حتى انك لو شاهدت البرمجين فهم بنفسهم يقولون باننا ننسى بعض الاشياء على سبيل المثال انسى كيف ازيل مربع معين في المشروع ف غالباً يذهبون الى قوقل ويبحثون ( قوقل هو الصديق الذي سوفة يذكرك بكل شيء تنسى) ،، اما بالنسبة الى التطبيق ف انا ايظا بدأت للتو في تعلم البرمجة وطريقتي هي اني اشاهد الفيديو واطبق بنفس الوقت مع ذلك احاول افهم ماذا يفعل مثل لو قام بوضع طول : 100px; ف اكتب الطول واذهب لأرى ماذا حصل وبذلك افهم واي شي حاولت افهمه ولم افهمه اكمل الفيديو وثم بعدها ابحث باليوتيوب عن هذا الشيء لافهمه وطبعاً دفتر ملاحظاتي لا يبتعد عني ابداً اكتب الاشياء الغير مفهومة وهكذا.,1,سوفا
ما هي أفضل لغة برمجة لتصميم الواجهات الرسومية؟,1,مرحبا يا صديقي.اضن ان افضل لغة للواجهات الرسومية والأنيميشن هي css حسب علمي لانها اللغة المعتمدة بين الكثير من المبرمجين,1,سوفا
أريد فتح قناة يوتيوب من أجل المال، بأي مجال تنصحوني؟,0,في أي مجال ميولك أو أي مجال نادروهناك برامج ومعلومات لقنوات إنجليزيه يمكنك أن تشتغل عليها ترجمه للعربيه,0,سوفا
"هل من طريقة لعمل زر نسخ في مواقع جوجل، مثلاً ""اضغط لنسخ النص"" لنسخ نص معين؟",0,"Yes, the program is useful to you",1,سوفا
أريد أن أتعلم البرمجة لأنني إن شاء الله سأختار في الجامعة تخصص الأمن السيبراني (الأمن الإلكتروني)، لكن المشكلة أنني لا أعلم أي شيء عن البرمجة والكمبيوتر، من أين يجب أن أبدأ؟ ,1, ابدأ بكورس cs50 على بتاع هارفارد لو تعرف انجلش لو متعرفش انجليزي ادراك مترجماه,0, سوفا
هل أنت من الذين يجدون الحل لوحدهم دون الخوض في المناقشات؟,0,في أغلب الأحيان هذا ما يحدث وينجح أيضاً ، ربما السبب أنني كنت أثق دائماً في رأي غيري وأنفذه كونه أكثر خبرة أو رأي الأغلبية ، ودائماً ما كان يخيب ظني بعد التنفيذ وأجد أن رأيي الذي لم آخذ به هو الصواب.ملاحظة: هذا فيما يخص الأمور العامة ، أما الأشياء المتخصصة فلابد من معرفة آراء المتخصصين.,1,سوفا
ما السبب في انقطاع الإنترنت وعودته كل عدة ثواني في كمبيوتر الشركة رغم تأكيد شركة الإنترنت على عدم وجود أي مشكلة في الشبكة؟,0,حدثت تلك المشكلة معي .. وجدت بعض الأسلاك فيها تلامس غير ملحوظ .. حاول مراجعة أسلاك الإنترنت من المصدر إلى موجه الإنترنت .. وربما هناك مشكلة أخرى,0,سوفا
هل توجد تطبيقات أو مواقع توفر شرح الدروس من رياضيات وفيزياء …إلخ كتابياً بدلاً عن الاستماع لشرح المدرسين؟,0,نعم يوجد تطبيقات كثيرة لكن للامانه انا لم اجرب اي واحد منها,0,سوفا
أريد إنشاء موقع وتطبيق لبيع السيارات المستعملة والجديدة مثل SellAnyCar أو Copart، كم تبلغ تكلفة برمجته؟ هل هو مشروع مربح في الشرق الأوسط؟,0,مثل هذه التطبيقات ليست جديدة فى منطقة الشرق الاوسط او فى الدول العربية بصفة عامة وهى معروفة منذ وقت طويل ولا تختص فقط بالسيارات بل بالعقارات ايضا وبأى ممتلكات شخصية اخرى يرغب شخص ما فى عرضها وبيعها وكأمثلة لها هذه التطبيقات وسوف تجد عدداً منها لو بحثت فى مخزن التطبيقات :-,0,سوفا
ما هي التطبيقات التي تفيدني في حفظ الأدوية في مادة علم الأدوية من خلال نظام التكرار المتباعد؟,0,الصراحة أنا استخدام تطبيق ويب طب لقد استفدت منه كثيراً,1,سوفا
كيف أحذف حساب Gmail نهائيًا؟,0,تحذفه وفق الخطوات بالرابط ادناه :-,0,سوفا
قمت بتصميم هاتف نقال باستخدام الأندرويد ستوديو، كيف ممكن أن أحول الكود الذي اشتغلت عليه في برنامج الأندرويد ستوديو من شكل كود إلى تطبيق واقعي وأرفعه في جوجل بلاي بدون إعلانات؟,0,انا لسه بدأت اتعلم البرمجه اعتذر منك,0,سوفا
بعد تجربتك لموقع Quora لفترة معقولة، هل ستبقى أم تغادر، ولماذا؟,0,آهلا يوسف وشكرا لطلب الأجابة ☘️✨انا أتواجد على كورا منذ وقت وبصراحة لا أريد أن أغادر أبدا ربما يخف تفاعلي عندما تأتي المدرسة لكني لن أغادر أبدا.. ولماذا؟ اممم لأنني أحبه وأستفيد منه للمرح والحكم والنصائح وأحس أننا أخوة كلنا نسأل بغض ونجيب على بعض وآرى عالمي هنا ❤️️❤️️🤗لكن السبب التي سيجعلني أغاد هو ان يتحول كورا مثل فيس بوك وتيك توك وهذه الأشياء أما غير هذا ف أنا هنا دائما :)آهلا يوسف وشكرا لطلب الأجابة ☘️✨انا أتواجد على كورا منذ وقت وبصراحة لا أريد أن أغادر أبدا ربما يخف تفاعلي عندما تأتي المدرسة لكني لن أغادر أبدا.. ولماذا؟ اممم لأنني أحبه وأستفيد منه للمرح والحكم والنصائح وأحس أننا أخوة كلنا نسأل بغض ونجيب على بعض وآرى عالمي هنا ❤️️❤️️🤗لكن السبب التي سيجعلني أغاد هو ان يتحول كورا مثل فيس بوك وتيك توك وهذه الأشياء أما غير هذا ف أنا هنا دائما :),1,سوفا
يجب اختيار الرغبات اليوم وغالباً رغبتي الأولى ستكون الحاسبات والمعلومات لأدخل قسم المعلوماتية الحيوية، لكني خائفة أن لا أتوافق مع هذه الكلية وبالأخص أنها تدرس الكثير من الرياضيات، ماذا تنصحوني؟,0,الشعور بالخوف قبل البدء في اي شيء هو الفشل بحد ذاته .ماذا لو كان شعورك طبيعي وثقتك بنفسك هو النجاح وتجاوز مرحلة الخوف التي تنتابك الان ؟لنفترض انك دخلت هذا التخصص ولم تتوفق هل يعتبر هذا نهاية العالم والحياه ؟بالطبع لاالتردد في اتخاذ القرار يجعلك تدور في نفس المكان بلا فائدة واتخاذ القرار بدون تردد سيوصلك الى النجاح حتى وان كان احدى القرارات خاطئ فالنجاح لايأتي الا بعد المرور بصعوبات وعواقب قد تجاوزتها ولهذا تم تسميته نجاح .,1,سوفا
كطالب طب مهتم بالبرمجة، كيف يمكن لهذا المجال أن ينفعني في مشواري؟,0,تطوير المواقع و التطبيقات,0,سوفا
هل تخصص بكالوريوس الأنيميشن والوسائط المتعددة له مستقبل؟ وهل هو طريق لتعلم لغات البرمجة عن طريق التعليم الذاتي؟,0,الأنيميشن مختلف عن البرمجةمع العلم له مستقبل جيد وفرصه ممتازة,1,سوفا
من أين يمكنك تنزيل ملف واتساب APK؟,0,اكتب فى محرك البحث قوقل : APK whatsapp وسوف يظهر لك موقعه كما فى الصورة ادناه :-اكتب فى محرك البحث قوقل : APK whatsapp وسوف يظهر لك موقعه كما فى الصورة ادناه :-,0,سوفا
ما الفرق بين التصميم بلغات CSS و HTML والووردبريس؟ تعلمت CSS و HTML ووجدتها مملة، أريد أن أتعلم الووردبريس، هل هي بنفس الكفاءة؟,1,مشكله عدم معرفة ما هو الووردبريس وما المكاسب الرهيبة من تعلمه طبعا انا لا اقصد صاحب السؤال ولكن هناك دائما من يستهتر بووردبريس دون البحث عن ما يمكن ان ينتج من مواقع فهو ليس للمدونات حاليا وقد كانت بداياته للمدونات ولكن حاليا يمكن من خلاله انشاء اي نوع من انواع المواقعيوجد ما يقارب 60 الف إضافة لووردبريس على موقع ووردبريس فقط يعمل عليها 3 اضعاف او اكثر من المطوريين هل تظنوا انهم يلعبون.يوجد مئات الآلاف من صانعي القوالب الذين يلعبونمئات الآلاف من صاتعي الإضافات يلعبون40 في المئة من المواقع في العالم بووردبريس واقرب منافسيه لا يحصل على 5 في المئة حقامشكله عدم معرفة ما هو الووردبريس وما المكاسب الرهيبة من تعلمه طبعا انا لا اقصد صاحب السؤال ولكن هناك دائما من يستهتر بووردبريس دون البحث عن ما يمكن ان ينتج من مواقع فهو ليس للمدونات حاليا وقد كانت بداياته للمدونات ولكن حاليا يمكن من خلاله انشاء اي نوع من انواع المواقعيوجد ما يقارب 60 الف إضافة لووردبريس على موقع ووردبريس فقط يعمل عليها 3 اضعاف او اكثر من المطوريين هل تظنوا انهم يلعبون.يوجد مئات الآلاف من صانعي القوالب الذين يلعبونمئات الآلاف من صاتعي الإضافات يلعبون40 في المئة من المواقع في العالم بووردبريس واقرب منافسيه لا يحصل على 5 في المئة حقا انه لا يستحق.الاحظ انه يوجد الكثير الذي يستهتر بووردبريسووردبريس يفتح بيوت الكثيرين مثل,1,سوفا
أنا أجلس على الحاسوب لمدة 10 ساعات يومياً، هل هذا يؤثر على صحتي مع العلم أني أنام من 6 إلى 8 ساعات يومياً؟,0,اذا كنت تجلس ل 10 ساعات متتابعة يوميا دون اخذ قسط من الراحة بين الفترة والاخرى ولم تتبعها بممارسة الرياضة فذلك يؤثر حتما على صحتك حتى ولو كنت تنام من 6 الى 8 ساعات يوميا واليك بعض الحلول قد تساعدك جسمك وصحتههاته بعض الحلول التي يمكنك الاعتماد عليها لتقليل مخاطراذا كنت تجلس ل 10 ساعات متتابعة يوميا دون اخذ قسط من الراحة بين الفترة والاخرى ولم تتبعها بممارسة الرياضة فذلك يؤثر حتما على صحتك حتى ولو كنت تنام من 6 الى 8 ساعات يوميا واليك بعض الحلول قد تساعدك جسمك وصحتههاته بعض الحلول التي يمكنك الاعتماد عليها لتقليل مخاطر الجلوس امام الحاسوبلمزيد من الاجابات والمقالات العلمية زورو صفحتنا,0,سوفا
ما هي أفضل بدائل Google Play و App store حسب تجربتك كمطور تطبيقات؟,0,شكرا لطلب الإجابة لكنّي أجبت عن هذا السؤال بالفعل هنا:أتمنى أن أكون قد أفدتك,1,سوفا
اريد برنامج يدمج صوتين مثلا صوت شخص مع موسيقي واكون قادر علي التحكم في مستوي الصوت بتاع كل موسيقي لوحد برنامج خاص لللابتوب حد يقدر يفيدني ؟؟؟؟؟,1,هناك برنامج audacityمفيذ جدا و يمكنك تعلمه بسهولة اونلاين من خلال الفيديوهات علي اليوتيوب,0,سوفا
"لقد بدأت مشروعي الخاص ، هو عبارة على تجارة إلكترونية ، بعت 3 مبيعات لناس تعرفني ، لكن وجدت مشكلة في إدارة الإعلانات , يتطلب المال مع العلم حسابي بايبال يوجد فيه 0,00 USD , هل هناك طريقة للعمل اجني بها 15 دولار ، وهناك مشكلة أخرى أبلغ من العمر 16 سنة؟",0,الله يوفقك ويرزقك ادخل اليوتيوب واكتب طريقة الاعلان الاحترافي بالسناب شات وطريقه الاستهداف وتابع المقطع وسوي اعلان لنفسك ب 8 دولار فاليوم,0,سوفا
ما الفرق بين نظم المعلومات والاي تي IT؟,0,يكمن الفرق بين نظم المعلومات وتقنية المعلومات أنّ الأولى تركز على ضرورة معرفة الأنظمة وتحليلها، وأنّها عبارة عن عمليّة تخطيط أو تحويل الأنظمة بمختلف أشكالها سواء كانت حاسوبيّة أم عادية أم إداريّة إلى معلومات وأنظمة يسهل التعامل معها، وتتضمن ثلاثة أمور أساسيّة حيث تنشئ التقارير الهامة لتسيير عمل المنشأة كإعداد التقارير الماليّة، وإيجاد إجابات على تساؤلات وتصوّرات مستقبليّة، أما تقنية المعلومات فتركز كل اهتمامها على التقنيات، ويلجأ التقني إلى الاستعانة بنتائج التحليل التي يأتي بها منظم المعلومات ويطبّقها على ما يتوفر بين يديه من تكنولوجيا أو أمور تقنيّة.الفرق بين نظم المعلومات وتقنية المعلومات - موضوع,0,سوفا
ما مستقبل مهنة الطب؟ هل من الممكن أن يأخذ الذكاء الاصطناعي دور الطبيب في المستقبل القريب؟,0, بنظري مستقبل جدا مشرق للاطباء حيث ان البشر في تكاثر مستمر: عمرهم في ازدياد ولا ننسى ان الامراض تتجدد وتزدياد من سنه الى اخرى. لا. جدا صعب ان نتخلى عن الطبيب. الذكاء الاصطناعي قد يساعد الطبيب في عمله ولكن لا ولن يستطيع استبداله! انا شخصيا وغيري الكثيرون لا اقتنع أن يقوم روبوت آلي بتشخيصي او اجراء عمليه بدون تدخل طبيب بشري بالمكان وتحت اشرافه ودون تعليماته الشخصيه! هل تستطيع النوم في سيارة تسلا مع القياده الاوتونوميه (فول اوتوماتيك) على طريق سريع؟ -انا لا استطيع ذالك مثلا. ,1,سوفا
لدي فكرة لتطبيق تكاد تكون مهمة وليست موجودة، هل من الأفضل تعلم البرمجة وأقوم بإنشائه بنفسي أم أطرحه على شركة تقوم هي بذلك؟,0,وانت عرفت منين انها مش موجودة,1,سوفا
بماذا تنصحني كشاب عمري 18 سنة أتعلم البرمجة واللغة الإنجليزية؟,0,"مرحبا اذا كان سؤالك اي لغة برمجة تتعلمها اقترح عليك لغة البايثون او الجافا سكريبتكلهما اكثر استخداما في الاونة الاخيرة لكن تختلف طريقة كاتبة كل منهمافلغة البايثون اسهل في الكتابة و اقرب للانجليزيةلكن كل منهما يعمل الكثيرتطبيقات موبايل , مواقع و حتى برامج حاسوب",1,سوفا
ما هي أفضل تطبيقات خرائط الذهن (Mind mapping)؟,0,هذا موقع يصمم الخريطة الذهنية,1,سوفا
ما هي أفضل تطبيقات تسجيل المكالمات؟,0,"سَلٱمٌ:۶ـَاـْيگمّ-ۈرζـْمّـٌة""ٱللـّہ""ﯙبُرگـّاتہشكرا لك على طلب الاجابةاذا كان هاتفك يعمل بنظام الاندرويد فانصحك باستخدام تطبيقACR Call Recorder (Unchained)ولكن ابحث عن نسخة اخرى خارج متجر GooglePlayلانها لاتدعم تسجيل بيانات المتصل ورقم هاتفهحيث انك لن تعرف صاحب التسجيل الا من صوته فقطاتمنى ان تكون اجابتي مفيدة لك",0,سوفا
ما هي أبسط المهارات التي يمكن تعلمها للعمل كفريلانسر؟,0,السلام عليكمهناك الكثير من الامور الاي تستطيع العمل بها كفريلانسر ولكن لا اكذب عليك يجب العمل بجهد وإيجاد بعض الوقت للعمل لانه كاي عمل يحتاج الي زقت وبذل بعض الجهد تستطيعكتابه مقالات باي شيء تعرفه ومساعده اشخاص علي بحوث معينه وهناك الكثيراقرء هذا المقال جيدا وسوف تعرف كل شيءhttps://www.alnada-info.com/2021/08/money-onl1.html,1,سوفا
السلام عليكم وجدت لابتوب بمواصفات I3 Hdd 1000 4g ram Acer الثمن 2800 هل مواصفات جيدة لمبتدأ لتعلم البرمجة بلغة c++؟,1,وعليكم السلام ورحمة الله وبركاتهلا انصح به، هذه المواصفات غير مجدية والجهاز لا يتحمل يسبب لك بطء وتعليق مستمر,1,سوفا
ارغب في تعلم البرمجة و عثرت علي موقع gammal.tech يبدون ان محتواه ذات جودة عالية لكن الكورسات مدفوعه و ثمنها غالي علي كطالب هل اجد احد مهتم بتعلم البرمجة و نتقاسم ثمن الكورس ؟,1,اريد الاشتراك معكم اذ امكن ؟؟,0,سوفا
هل برنامج (Android lost) آمن للموبايل؟,0,نعم امن على الموبايل اذا تم تحميله من المتجر الخاص بالتطبيقكما يمكنك الحصول على الطاقة طوال اليوم وحرق الدهونباستخدام هذا المنتج الرائع انه حق يستحق التجربة,1,سوفا
ما أفضل تطبيق أذكار؟,1,تطبيق أذكار رائع جدا أنصحك به .تطبيق أذكار رائع جدا أنصحك به .,1,سوفا
أنا مهندسة كومبيوتر، أريد الانطلاق في عالم البرمجة وأحاول تحديد أي مجال برمجة مناسب لي، هل برمجة التطبيقات أم برمجة الويب؟ يؤرقني الأمر لدرجة أنه أخذ مني سنوات ولم أنطلق في تعلم أي منهما. ما هي المعايير التي يمكنني اعتمادها لأعرف أيهما أنسب لي؟,0,بالنسبة الي اكثر معيار هو هل هي مطلوبة في سوق العمل ام لا سواء في الفريلانس او في البلد الذي انت مقيم بهبالاضافة الى ما تراه سهل بالنسبة لك,1,سوفا
كيف أقوم بتثبيت واتساب على الكمبيوتر المحمول الخاص بي بدون أن أربطه بالهاتف المحمول؟,0,اولا الطريقة السهلة لتثبيت نسخة واتساب ويندوز على الكمبيوتر هى البحث عن تلك النسخة فى الانترنت بكتابة (واتساب ويندوز) فى مربع البحث بالمتصفح …وبعد ظهورها و تثبيتها على سطح المكتب باللابتوب او الكمبيوتر قم بتشغيلها ..سوف يظهر لك مربع اسكانن لعمل مسح ضوئى بالهاتف ..وشكل المربع كما يلى 👇🏼👇🏼تقوم بفتح الواتساب من الهاتف وتذهب الى نافذة الواتساب وتضغط على الثلاثة نقاط اعلى نافذة الواتسب لرؤية الخيارات ومن ضمنها اجهزة مرتبطة linked devices وتضغط هذا الخيار سوف تفتح نافذة مثل المرايا فى واتساب الهاتف.قم بعمل مسح ضوئى بمطابقة تلك النافذة مع المربع اعلاه على واتساب الكمبيوتر …سوف يؤدى ذلك لظهور كل ااولا الطريقة السهلة لتثبيت نسخة واتساب ويندوز على الكمبيوتر هى البحث عن تلك النسخة فى الانترنت بكتابة (واتساب ويندوز) فى مربع البحث بالمتصفح …وبعد ظهورها و تثبيتها على سطح المكتب باللابتوب او الكمبيوتر قم بتشغيلها ..سوف يظهر لك مربع اسكانن لعمل مسح ضوئى بالهاتف ..وشكل المربع كما يلى 👇🏼👇🏼تقوم بفتح الواتساب من الهاتف وتذهب الى نافذة الواتساب وتضغط على الثلاثة نقاط اعلى نافذة الواتسب لرؤية الخيارات ومن ضمنها اجهزة مرتبطة linked devices وتضغط هذا الخيار سوف تفتح نافذة مثل المرايا فى واتساب الهاتف.قم بعمل مسح ضوئى بمطابقة تلك النافذة مع المربع اعلاه على واتساب الكمبيوتر …سوف يؤدى ذلك لظهور كل الجهات المتصلة مع الواتساب تبعك على واتساب الكمبيوتر بعدها ..ويمكنك التواصل مع تلك الجهات والكتابة لها بالكيبورد واستعمال الماوس لفرزها تماما مثل ما تراها على واتساب الهاتف…سوف تظل جهات الاتصال بواتساب الهاتف ظاهرة على واتساب الكمبيوتر طالما كان الهاتف غير مغلق ، او لم تغلق الكمبيوتر……(( لا اعتقد بامكانية تصفح الواتساب من الكمبيوتر وفتحه بدون ربطه مع الهاتف المحمول لان الواتساب تم تفعيله سلفا برقم اتصالات هو رقم هاتفك على الواتساب وهذه خاصية لا توجد على الكمبيوتر.او اللابتوب ولن يعمل لوحده مستقلا عن واتساب الهاتف لهذا السبب )),0,سوفا
ما أفضل تطبيق للأندرويد للتصوير غير كاميرا الهاتف؟,0,أفضل تطبيق كاميرا للاندرويد Camera Googleالعيوب والمميزاتالمميزاتوضع HDRيمكن تنشيط HDR أو إلغاء تنشيطه بتمريرة واحدة من الإبهام.بانوراما Photo Sphereاستخدم Photo Sphere و Google Camera لعمل صورة ٣٦٠ درجة بانورامية بسهولة.تتيح الصور البانورامية للمشاهد التنقل داخل العالم الذي أنشأته ، والتحرك لأعلى ولأسفل ولليسار أو لليمين لرؤية كل شيء. تمنحك Photo Sphere أيضًا الأدوات اللازمة لإنشاء صورة الشارع الخاصة بك في خرائط Google ومشاركتها مع مستخدمي الخرائط الآخرين.تركيز العدسةميزة تم إضافتها مؤخرًا إلى كاميرا Google ، تمنحك Lens Blur وظيفة SLR مثل إنشاء صور بعمق مجال أو مناطق تركيز محدودة.في الأساس ، لن يؤدي تمويه العدسة إلا إلى تشويش الخلفية من أجل زيادة التركيز على العنصر.واجهة بسيطة ونظيفةتتميز Google Camera بواجهة سهلة الاستخدام وبسيطة للغاية ، مع وجود عناصر التحكم الأكثر أهمية في متناول يدك. أعادت Google تصميم تطبيق الكاميرا لكل مستوى مهارة للمستخدم ، مما يجعل التصوير في متناول الجميع.انه مجانيإنه مجاني إذا كان لديك أحد الأجهزة الداعمة (Google Nexus أو Pixel).سلبياتيتطلب Android 4.4+ (KitKat)تتطلب متطلبات نظام تطبيق Google Camera Android 4.4 (KitKat) أو أفضل ، ونتيجة لذلك فإن هذا لا يترك الكثير من الهواتف والأجهزة اللوحية القديمة.يستفيد التطبيق من ميزات الهواتف المتطورة ، لذلك ستحتاج إلى التحديث إذا كان جهازك يحتوي على إصدار أقدم من Android.دعم محدود للأجهزة - متاح فقط لـ Google Nexus و Pixelفي عام 2016 توقفوا عن توفير كاميرا Google للأجهزة غير التابعة لـ Google. يمكنك تنزيل ملف APK وتثبيته.لكنها تتعطل وعلى الأرجح لن تعمل كاميرا الفيديو.لا تعمل Photo Sphere على جميع وحدات المعالجة المركزية (CPU)على سبيل المثال ، لا يدعم Android-Lenny 4.4 هذا.,0,سوفا
ما هي المصادر التي يمكنني من خلالها تحديث الريسيفر بأنواعه المختلفة؟,0,لا يوجد. فقط اكتب اسم الريسيفر في جوجل ربما الشركة المُصنعة تصدر تحديثات. وقتها تقوم بتحميل التحديث و نقله عن طريق ال usb flash إلى الجهاز.,1,سوفا
